text,label
"['이재명', '급행열차', '로', '망하다']",0
"['니', '같다', '인간', '박살', '나다']",0
"['달레', '반정부', '저런', '좌파정치', '선동', '방송', '에', '노랑', '딱지', '안', '붙이다']",0
"['제', '정신', '아니다']",0
"['니', '박살', '날다']",0
"['차다', '별', '정말', '어휴']",0
"['입', '만', '살다', '재미', '하나', '도', '없다', '야', '치']",0
"['스스로', '무덤', '팔다', '머', '저리']",0
"['ㅁㅈㄹ', 'ㅇㄴ']",0
"['바보', '구나', '이재명', '보다', '덜', '별루']",0
"['근데', '어쩌', '냐', '이미', '돼다', '과연', '60', '로', '이기다', '70', '이기다', '그게', '문제', '지', '이미', '돼다', 'ㅋㅋ']",0
"['ㅎㅎㅎ', '개그', '네', '재다', 'ㅋ']",0
"['육갑', '을', '뜨다']",0
"['ㅉㅉ', '생각', '없다', '어쩌다']",0
"['그래서', '누가', '되다', '한다는', '거', '야']",0
"['이렇다', '미치다']",0
"['저', '인간', '방송', '에서는', '앞', '으로', '볼일', '없다', '하다']",0
"['공감', '꾸욱', '7']",0
"['허벅지', '꼬집다', '정신차리다', '이나라', '박살', '나다', '않다', '죄명', '화이팅']",0
"['도박', '하다', '내', '돈', '주머니', '박살', '날다', '개', '긴장', '되다', '들리다', '나', '뿐', '인가']",0
"['먹고살다', '어렵다', '가보다', '그래도', '정상', '적', '으로', '살다']",0
"['얘', '어째', '수다', '맨', '이렇다', '기억나다', '하나', '도', '없다']",0
"['이늠', '정신', '나가다', '지금', '길', '을', '막', '고물', '업', '보다', '이재영', '되다', '나라', '망하다', '난리', '다', '제대로', '알', '고해', '라']",0
"['민주당', '애', '이렇게', '열심히', '짖다', '뼈', '다', '귀', '라도', '하나', '던지다', 'ㅋㅋ']",0
"['강성범', '돈', '퍼준다', '니까', '좋다', '모양', '이구나', '요즘', '먹고살다', '힘드다', '가보다']",0
"['저러다', '인지도', '없다', '겨', '머', '하다', '튀어나오다', '댕', '인지도', '모르다']",0
"['네', '꼬락서니', '를', '보고', '주둥이', '털다', 'ㅉㅉ']",0
"['이미', '다', '말', '치다', '먹다', '당', '더불다', '및', '현', '정부', '다', 'ㅡㅡ', '부동산', '을', '몇번', '이나', '손', '을', '대서', '집값', '상승', '일으키다', '교황', '한테', '가다', '종전', '선언', '해달라다', '쪽팔리다', '짓', '다', '하고', '돌아다니다', 'ㅡㅡ']",0
"['이자', '고향이', '어디', '냐', '출신성분', '뭐', '야']",0
"['성', '범', '한번', '도', '경험', '한적', '없다', '나라', '이런', '거구', '나', '아니다', '어찌', '거지', '도', '아니다', '너', '까지', '구걸', '이냐']",0
"['허위', '사실', '유포', '로', '제발', '구속', '시키다', '나컴', '맴', '버들', '과', '같이']",0
"['홍어', '대', '깨문', '이란', '어쩔', '없다']",0
"['그건', '초딩', '도', '안다']",0
"['먹고살다', '힘드다', '가보다', '지금', '대세', '우파', '코인', '이야']",0
"['추잡', '스럽다', '그렇게', '살다', '개그맨', '으로서', '자질', '아깝다']",0
"['연기', '잘', '하다', '코인', '좀', '묵다', 'ㅋㅋ']",0
"['인기', '도', '없다', '개그맨', '축', '에도', '안되다', '주제', '에', '헛소리', '유재석', '정도', '라면', '놀라다', '팬', '도', '없이', '혼자', '나팔', '불다', '구독', '조아', '요도', '없다']",0
"['이재명', '청와대', '아니다', '청송', '큰집', '으로', '갈다']",0
"['추하다', '못', '하다', '불쌍하다']",0
"['예끼', '썩', '물르다']",0
"['이미', '문', '통', '망하다', '거', '아니다', '더', '망하다', '어딨다']",0
"['얘', '누군데', '포털', '에', '올리다', '걔', 'ㅅ', '늘다', '강', '지넹']",0
"['너', '좀', '깨', '라', '제발']",0
"['말', '하다', '꼬', '라지', '보다', '입다', '비뚤어지다', '말', '바로', '하다', '윤석열', '아니다', '죄명', '되다', '나라', '박살', '나다', '놈']",0
"['인간', '도', '밥맛', '이다', 'ㅉㅉ']",0
"['수다', '맨', '그', '입다', '물라']",0
"['사기꾼', '죄명', '이이', '되다', '좋다', '또', '라이', '귀하다', '영원하다', '구기다', '에가', '서다', '개그', '를', '하다', '먹고살다']",0
"['수구', '이리', '집요하다', '직업', '국회의원', '이라는', '밥그릇', '건드리다', '순간', '대', '서', '승리', '고', '대의', '고', '모두', '하찮다', '되다', '구르다', '들어가다', '수구', '탈', '을', '쓸다', '이준석', '기존', '박히다', '수구', '에게', '쫓겨나다', '수구', '가다', '뿌리', '깊다', '물뿌레', '나무', '보다', '더', '깊다']",0
"['연예인', '정치', '적', '발언', '하다', '않다', '하다', '물론', '자기', '도', '국민', '사람인', '건', '알다', '자기', '를', '좋아하다', '팬', '도', '각', '기', '다른', '정치', '적', '성향', '을', '가다', '그', '리하', '면', '안되다', '생각', '하다']",0
"['성', '범', '조용하다', '살', '라이']",0
"['5년', '동안', '잘살다', '너', '개그', '절대', '안', '보다']",0
"['정신', '을', '놓다', '도', '넘어서다', '용서', '안되다', '국회의원', '같다', '지위', '도', '아니다', '고발', '당하다', '어쩌려', '고', '생기다', '가다']",0
"['죄', '없다', '넘다', '즐', '검찰', '무섭다', '없다', '왜', '쫄리', '냐', '너런', '죄인', '을', '잡아가다', '족치다', '자', '사회', '를', '정화', '하다']",0
"['야', '네', '조아하다', '죄인', '이미', '나라', '를', '작살', '나다']",0
"['윤씨', '건', '이씨', '건', '누가', '되어다', '이나', '라는', '이미', '망하다', 'ㅋㅋ']",0
"['재동', '가다', '같다', '가볍다', '개그', '냐']",0
"['영', '암', '아리랑', '이나', '부르다', '있다', '뭐', '안다', '촐랑거리다']",0
"['니', '왜', '그렇게', '되어다', '지금', '부터라도', '중심', '잡다']",0
"['강성범', '김', 'ㅁ', '화', '김제동', '멀다', '알', '죄', '동', '닼', '치다']",0
"['얼마', '전', '에도', '방송', '에', '오르내리다', '감당', '하다', '있다', '바라다']",0
"['허걱', '그렇게', '하다', '주목', '받다', '싶다', '잊혀지다', '간', '존재', '이름', '알리', '고', '싶다', '감', '헐다']",0
"['바닥', '을', '보이다']",0
"['얼굴', '도', '두껍다', '정권', '바뀌다', '보수', '하다', '사람', 'ㅎㅎㅎ']",0
"['양', '아치']",0
"['이친', '놈']",0
"['강성범', '씨', '개콘', '하다', '때', '정말', '재밌다', '입담', '좋다', '호감', '도', '가다', '하다', '근데', '지금', '유트브', '에서', '당신', '자기', '살', '자고', '모르다', '국민', '선동', '하고', '진실', '을', '외곡', '하고', '그렇다', '맙시', '다', '왜', '좋다', '입', '으로', '싸구려', '정치', '선동', '하다', '빌어', '먹다', '삽', '니까', '제', '2', '김제동', '되다', '말', '자구', '요']",0
"['얘', '왜', '이르다']",0
"['휴', 'ㅡㅡ', '저런']",0
"['공산당', '대변인', '나다']",0
"['밉다', 'ㅊ']",0
[],0
"['주접', '을', '뜨다']",0
"['측선', '용임', '을', '알다']",0
"['얘', '왜', '이르다', '더불다', '하수', '인', '드디어', '돌다', '보다', '정신병원', '가다', '약', '처방', '받다']",0
"['찢다', '명', '부터', '개', '나소', '나', '정치', '지다']",0
"['거', '정신', '나가다', '따다', '따라가다', '하나', '덥다', '정신차려라', '이재명', '되다', '포퓰리즘', '으로', '나라', '거덜', '나다']",0
"['니', '자식', '보다', '드럽다', '살다', '불쌍하다']",0
"['왜', '좌좀', '좌좀', '하다', '알다', '뇌', '썩다', '그', '런가', '보다', '확실하다', '좌좀', '사람', '취급', '면', '안되다']",0
['네'],0
"['전라도', '깽', '깨다', '아니다', '랄', '끄다', '보다', 'ㅈㄹㅇㅂ', '을', '뜨다']",0
"['니', '앞가림', '이나', '자다', '해', '라', '노마', '정치가', '사류', '라서', '그렇다', '별', '거지', '같다', '정치', '유투', '버', '행세', '를', '하다']",0
['ㄸㄹㅇ'],0
"['공인', '편향', '되다', '얘기', '하다', '왜', '그렇다', '나중', '에', '한자리', '달라', '고', '때', '쓸리다', '불', '쌍구', '나', 'ㅠㅜ']",0
"['강성범', '아지', '강아지', '야', '너무', '경솔하다', '굴지', '마르다', '네', '지금', '정치성향', '보이다', '너무', '경솔하다', '색깔', '도', '없다']",0
"['역시', '라도', '늘다', '걍', '버리다', '가다', '정답', '인', '듯']",0
"['화가', '나다']",0
"['진짜', '머', '같다', '않다', '나서다', 'ㅡㅡ']",0
"['2', 'ㅅㄲ', '완', '똘']",0
"['쓸데없이', '나오다', '헛소리', '좀', '하다', '말다']",0
['짜증나다'],0
"['깜', '도', '안되다', '자가', '그', '시간', '에', '소나', '키우다']",0
"['반듯하다', '하다', '사람', '천', '지구', '만']",0
"['강원랜드', '요즘', '도', '가다', '도박', '쟁이']",0
"['그렇다', '윤석렬', '지지도', '상승']",0
"['전라도', '란', '어떻다', '곳', '이다', '너구리', '짤']",0
"['ㅁ', 'ㅣ', '치', 'ㅣㄴ', 'ㄴㅗㅁ', '이네']",0
"['강성범', '맛탱', '가다']",0
"['에', '라이']",0
"['아내', '한테', '하다', '꼬', '라지', '보다', '인성', '나오다']",0
"['더', '망하다', '있다', '예끼', '대', '깨', '사랑', '독차지', '하다', '양반']",0
['이네'],0
"['문재인', '되다', '나라', '기둥', '뿌리', '흔들리다', '저', '눈', '엔', '안', '뵈다', '가볍다']",0
"['좌파', '코인', '으로', '살', '가시다', '분', '이에요', '너무', '뭐라다', '말다']",0
"['그냥', '나오다', '좌좀', '홍위병']",0
"['뭘', '알', '고', '말', '하다']",0
"['강성범', '어지간하다', '주접', '떨다']",0
"['너', '같다', '나라', '좀', '먹다', '왜', '밥', '먹다', '살기', '힘들다', '찢다', '죄멍', '한테', '가다', '빌어', '바라다']",0
"['핀셋', '공격', '이야', '니', '유투버', '더하다']",0
"['하다', '꼴', '가관', '이다']",0
"['듣보잡', '지하철역', '외우다', '때', '그나마', '보다', '하다']",0
"['주제', '파악', '을', '해', '라', '당신', '같다', '홍어', '재수', '없다']",0
"['아직도', '1', '호선', '외우다', '뭐라다', '듣다', '싶다', '않다', '하다', '개', '인기', '나', '보여주다', 'ㅋㅋ']",0
"['말', '그대로', '꼴갑', '코', '메다', '이다']",0
"['말', '조심', '쇼', '떽', '정권', '교체', '윤석렬', '화이팅']",0
"['완전하다', '정신', '나가다', '같다', '이네']",0
"['얘', '개그맨', '개그', '하다', '알']",0
"['누구', '냐', '넌']",0
"['역', '이나', '왜워', '자좀감', '없다', '새']",0
"['이자', '슥', '웃기다', '짬봉', '이다', '개그맨', '이나', '잘', '하다']",0
"['대', '깨', '눈', '벌겋다', '악', '에', '받치다', '있다', '모습', '에', '살기', '느껴지다', '사', '람사', '세상', '아니다', 'ㅋ']",0
"['저', '주둥이', '를', '박살', '내다', 'ㅋ']",0
"['허허', '허다', '그렇다', '지금', '나라', '어떻다', '윤석렬', '대통령', '되다', '다른', '나라', '가다', '사다']",0
"['성', '범', '내', '조국', '이다']",0
"['어머', '강성범', '이래도', '돼다', '무뇌', '도', '아니다', 'ㅉㅉ']",0
"['한심하다', '개그', '를', '하다', '있다']",0
"['너', '나', '정신', '차리다']",0
"['강성범', '도', '맛', '가다']",0
"['세월', '하다', '어수선하다', '온갖', '희한하다', '들이다', '설치다', 'ㅉㅉㅉ']",0
"['이분', '도', '많이', '아프다', '젊다', 'ㅉㅉ']",0
"['실수', '많이', '하다', '못', '생기다', '머리', '도', '나쁘다']",0
"['고향', '사랑', '지극', '하다', 'ㅋㅋㅋ', '즐', '라도', '라지', 'ㅋㅋㅋ']",0
"['아이고', '너', '나', '잘', '하다', '개그맨', '면', '개그', '나', '하슈']",0
"['수다', '맨', '최소한', '지금', '보단', '나을껄']",0
"['문재인', '되다', '망하다', '하다', '안', '망하다']",0
"['살다', 'ㅎㅎ']",0
"['바다', '발놈', '더', '그', '아이', '두', '놈', '아이', '레다', '음친놈', '똘', '베이비', '크다', '깨달', '생계', '형', '좌파', 'ㅋㅋ', '비웃음', '만', '나오다']",0
"['강성범', '같다', '대', '깨', '스피커', '를', '하나', '하나', '잡다', '불다', '저딴', '홍위병', '짓', '이기다', '버리다']",0
"['다나', '뜨다']",0
"['성', '범', '경기도', '리', '대면', '천하', '동인', '시', '켜다', '아따', '썩다']",0
"['개콘', '사생아', 'ㅋㅋㅋ']",0
"['좌파', '박살', '나다', 'ㅋㅋ', '민주당', '범죄자', '다', '쥐다', 'ㅋㅋ']",0
"['이기', '정신', '을', '어디', '다', '모시다', '지', '룰', '이냐', '지하철', '노선', '새롭다', '많이', '생기다', '시간', '있다', '보이다', '그거', '나', '외우다']",0
"['니', '대가리', '벌써', '박살', '나서다', '걱정', '하다', '필요', '없다', '주샤파', '뿌리', '까지', '뽑다', '진멸', '하다', '박살', '보다', '더', '하다', '되다', '윤석렬', '홧팅']",0
['ㅉㅉㅉ'],0
"['멍멍', '이네', '지금', '나라', '창고', '완전', '초', '전', '박살', '나다', '뭐', '덥다', '암튼', '광신', '적', '집단', '역겹다']",0
"['누가', '대통령', '되다', '원하다', '모르다', '크게', '설득', '력', '없다', '딱하다', 'ㅂㅎㄱ']",0
"['나라', '조국']",0
"['역', '이름', '외', '올', '땐', '그', '라도', '사람', '같다']",0
"['너', '나', '잘', '하다']",0
"['정신', '나가다', '놈']",0
"['대', '깨덕', '에', '치다', '먹고다', '살다', '정권', '엔', '별것', '이다', '나대다', '세상']",0
"['아이고', '실망', '이다']",0
"['꼴', '에', '딱', '네', '수준', '이네']",0
['퉤퉤'],0
"['박살', '날다', '박살', '나야', '지', '자유', '민주주의', '를', '위협', '하다', '들다', '죄다', '박살', '내버리다']",0
"['경상도', '대통령', '에', '목', '메다', '너희', '을', '호남', '선조', '한탄', '하다']",0
"['죄명', '화천', '대유', '기득권', '법조', '카르텔', '자신', '비리', '범죄', '에', '대해', '서다', '수사', '하다', '않다', '언론', '과', '여론', '에', '재갈', '을', '물리다', '위해', '고', '소', '고발', '을', '남발', '하고', '국민', '을', '협박', '하다', '무소', '불위', '공포정치', '를', '하다', '자명하다', '보수', '를', '궤', '멸시', '키', '고', '좌파', '정권', '을', '연장', '하다', '세력', '여야', '불법', '사기', '탄핵', '공범', '과', '화천', '대유', '법조', '카르텔', '이다']",0
"['오다', '그렇다', '이재명', '씨', '되다', '강성', '부국', '되다', '어처구니없다']",0
"['돌다', '이몽', '또', '나타나다']",0
"['ㅉㅉ', '쟤', '왜', '저렇다']",0
"['그렇다', '넌', '빨강', '공화국']",0
"['찢다', '뭐', '박살', '안', '날다', '같다', 'ㅋㅋㅋ', '따다', '두뇌', '수준', '하고는', '오히려', '찢다', '나라', '박살', '내다', '속도', '더', '빠르다', '기', '다']",0
['고맙다'],0
"['푸다', '웃다']",0
"['니', '말', '개그', '다']",0
"['당연하다', '네', '너', '네', '끝나다']",0
"['대중', '사랑', '을', '먹고살다', '연예인', '정치', '에', '끼어들다', '마르다', '그렇다', '대중', '로부터', '외면', '받다', '밥', '벌이', '못', '하다', '편', '들어주다', '정치권', '당신', '먹이다', '살리다', '않다']",0
"['에', '효']",0
"['이렇다', '늘다', '쓰레기통', '에']",0
"['미치다', '단단하다', '아주', '제대로', '미치다']",0
"['뼛속', '까지', '전라도']",0
['무섭다'],0
